"ID","E1","E2","E3","E4","E5","E6","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","Y"
40,869.463362358531,715.219125151534,576.352636661847,571.938623282177,806.692837314004,780.366756852001,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,15741024581.4979
41,795.503511241154,849.167678400226,699.57970979393,431.584512293991,308.975975022636,441.457403596067,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,30920440108.1363
42,609.361305613359,1151.75449077901,673.459524195699,343.367914812398,648.850993322094,584.146794979116,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,24209029180.0213
43,842.205715578013,611.66937679185,432.570144873659,528.196736645605,306.333666262716,863.713414942609,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,22112493429.3353
44,944.82794468523,890.026799557959,823.369647238641,513.928275550956,528.281838654559,426.008407121009,0,NA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,21080229304.6875
45,687.693833202836,866.394080763192,665.118776980357,610.37590096623,481.686128992991,813.11071751832,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,16673570978.564
46,590.219974914635,1006.08570147126,676.548099145488,601.601071685879,580.322036359552,491.130439150041,1,1,0,1,1,1,0,0,1,1,0,NA,1,0,0,0,0,1,0,0,0,1,1,0,0,24110135563.3941
47,535.826117246677,926.584678210087,726.287689414126,131.699371000459,661.755217979434,785.933058186818,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,13518051765.4349
48,1003.78517649437,649.332643246722,734.744814498067,364.546415648946,742.986034339348,680.677818948957,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,19861814993.8577
49,404.612687274581,860.907128487691,921.742893740002,575.956569304379,551.726721722258,731.934384364704,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,27196472325.3433
50,725.32079043432,749.575569198827,684.814309734295,753.969104535568,446.394165740509,470.698156000327,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,41879072464.9669
51,658.717634632649,798.023630493894,607.717670987619,671.880534983659,509.492429409691,734.090185028551,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,34340539835.4639
52,892.225842105629,570.014810330281,740.780421160512,437.672743033241,NA,664.641375019616,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,19781558122.3941
53,636.630689037194,605.754900827974,739.986984106389,752.212663881107,662.58791196722,804.448417153821,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,18896549389.0519
54,495.114928707743,793.013071138309,446.443486163593,236.106442588031,539.849428346767,463.141381912452,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,NA,0,1,17018921992.8694
55,990.897377196132,841.511889400541,647.403415760591,503.957163283886,768.618451952459,521.73713976683,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,21472133079.8518
56,710.207082818321,938.761964200935,786.55871791169,512.482710074729,703.905508049812,776.389024973192,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,18445305828.5574
57,786.451102347376,1022.70292861938,826.016580454851,508.682136555163,804.176885382294,671.924407020379,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,20420475393.9911
58,619.298179325461,626.177848731802,495.689671542408,770.45530339964,704.826380880416,769.318854155675,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,NA,1,1,19960229259.8283
59,775.600638405651,891.71091548981,808.885849015569,639.024578238345,877.564535603029,783.752032405679,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,30656396006.3446
60,853.840078277293,701.036537141074,459.990243823937,677.556262095248,695.833960678014,711.387819974223,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,24012451227.4928
61,746.248477036803,912.982332459187,845.067017589806,476.630269111747,538.329679183921,865.302414122861,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,32054888254.8584
62,545.845517596417,1022.92433557558,617.777317024442,529.728354037548,809.322463557216,302.661441049863,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,24597807199.8968
63,NA,799.899146939652,466.437265992006,720.491471647425,627.554554917414,720.980541947955,0,NA,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,25960340611.7975
64,761.612836066072,852.456847061346,789.163548213804,337.819698164908,423.930839957087,683.671415487538,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,26814135259.5454
65,736.817023012718,949.804397464096,450.650685434062,407.194688917459,689.591655293248,482.691990296211,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,20199274199.1304
66,524.950253835531,1089.36257503773,613.94328440671,NA,446.626998597858,671.292417991995,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,36739092117.4407
67,534.145124124652,917.892594948193,559.730149423614,641.400845564802,424.258234794438,654.142427370524,1,1,NA,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,NA,0,0,0,1,31044289552.377
68,838.196194687108,585.03295607612,530.706322939494,445.69293595536,639.38477023378,554.660598572454,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,33739389298.414
69,404.972914931278,922.286969951211,607.958285938877,754.588370540421,981.102344806631,777.487200668146,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,28968256269.798
70,660.491515660142,501.164338885345,463.480083097319,991.147568965614,575.00015633834,733.269609340538,NA,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,34300183340.7077
71,835.793626419708,618.815259762077,729.947496364245,342.070200738444,560.427261166121,702.589025887589,1,NA,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,12770840873.282
72,554.71597409579,945.546794312425,785.969112140441,606.550111966379,283.800122581599,861.830451213542,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,18295072237.2959
73,767.313256928946,720.834387308137,409.134605532648,543.860408095162,NA,761.815591462029,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,20142595621.6255
74,652.644602983273,1071.68830618163,818.646419035489,495.276314747144,497.572365063185,661.737810305871,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,38810833897.2282
75,843.775968071557,927.025419321016,810.325770040517,583.243311726727,517.110923578287,635.136292007531,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,25211824213.9428
76,762.368317245034,463.814880561547,645.561758990436,423.599884399964,590.481497227277,904.600387603318,NA,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,21400226098.3455
77,595.656242569729,870.402681950126,419.659494918488,NA,478.145636903694,756.071432894784,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,12351170993.4166
78,498.520287618396,728.529726528886,535.675431076708,625.195868573427,591.042631993691,877.110982669799,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,19303985260.7518
79,742.552406460661,1060.90258137679,520.492052487432,425.448939580761,747.617176469331,647.309445341042,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,27940206910.4539
80,1030.73598329139,934.596686887102,760.156350876967,564.404868691006,528.817914765617,759.799288244845,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,37348810050.4531
81,752.320102224142,900.479126890638,854.105029161421,603.992520639351,413.745197890609,622.783321966779,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,31443322507.2755
82,872.639194720904,1310.70529395829,645.834118661059,247.081674956915,248.65799938281,597.102824162039,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,1,0,17609932398.2457
83,879.670778432633,1066.36757980861,442.782212758628,862.020360353117,890.665559565052,478.049974556441,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,33546929158.3507
84,502.381628865568,642.262124168482,553.514829124001,835.280479372426,382.881886937746,608.495169863278,NA,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,23599371653.2635
85,771.654348956043,1173.04789141292,670.605944521075,292.81731896681,725.449414471873,878.200103767876,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,22276971236.6858
86,468.409192628256,894.199974605814,486.884078288331,761.789868280691,791.751846108203,798.803882217789,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,22999410272.048
87,612.643635770352,1043.13969908742,430.371502689834,721.181853887308,470.897093476814,480.465621704885,1,NA,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,25045732754.7756
88,691.697654944741,740.353177097126,493.4763287205,536.027096752726,723.138009913948,745.593884996998,NA,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,21321034375.4627
89,949.617774582624,NA,623.745734085225,743.049994544968,640.162404023731,602.521291496045,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,33430906310.0375
90,551.58809236557,957.76378397539,533.038495775465,599.552931869611,663.309915255326,755.452222284932,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,24798443827.6598
91,719.292450308875,967.9998538678,786.585941246385,816.137696965041,615.240059674548,969.24938599279,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,40161327805.8486
92,1000.90709328872,853.443304559249,338.319665153735,597.834392089428,284.572360658587,526.474064638718,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,26103463141.7009
93,582.743195925063,1191.45509683442,905.786069785838,395.467730097658,737.563940926401,828.396233059372,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,40462025584.3076
94,738.024157797176,822.967891070769,472.916648896257,596.776200963226,692.079416661076,716.888141846227,1,1,0,NA,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,22187008948.0027
95,901.754010719225,1022.67231439398,411.444395149344,694.678551892034,636.413555509115,554.719750014224,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,25893786344.8163
96,940.280173157363,867.195850557129,606.897134898723,814.023398502221,425.572660017893,847.560717251206,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,25514257229.182
97,528.695974945419,769.008700646294,837.353576892136,696.802493655566,631.127560650366,814.81065400399,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,NA,1,1,0,0,0,1,1,0,25357183661.5603
98,776.783361010085,857.042648541721,604.850108385072,911.412588402533,635.79632421493,964.501497989071,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,23407615970.3785
99,887.490690044066,794.865098839755,537.471253339825,553.915906519104,675.191197472388,831.792932996889,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,12371554243.3041
100,599.855269099931,901.537590362721,600.676439133353,655.579085881885,425.314088848622,672.436507405307,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,36454762640.4427
101,719.885257329196,1107.10904063716,618.762432368105,316.079918033251,698.906705264777,818.702618528881,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,19100024047.1234
102,603.081788029767,728.044148384958,597.76591283954,364.659064865818,423.646668919334,586.207950421907,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,24892829124.2717
103,469.407638619025,1040.31248792397,358.340201302332,631.88139609283,413.082145378035,817.669151039224,NA,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,23367927819.1393
104,696.610238765167,1040.25476349706,420.417686777694,358.910203913944,542.328110852276,643.903089021422,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,17683814773.9804
105,704.239401994592,857.020411031444,576.117406036018,486.814106458746,672.246983593053,907.883599829969,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,23687199202.4993
106,850.318555670861,1028.23114168043,801.613896719436,466.153012798118,458.218959646358,353.83096305441,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,28873099620.6462
107,770.671266221513,1215.62206167812,737.498190950897,553.584204285966,406.209163855515,749.432512088163,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,34243208925.9942
108,NA,1201.16964868114,547.289872642109,452.742702046559,590.066787845567,714.987351867702,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,NA,28605546795.5492
109,814.794496377045,971.451547731377,958.462869726137,525.882429881978,464.80345242176,401.618341755834,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,28856332399.019
110,911.677545009342,975.70421555423,512.999163062498,490.349429338536,387.364427345209,566.518249779646,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,29980530167.7643
111,1053.65083084747,1053.02894054264,939.98201320041,551.942500405962,798.401263326406,736.17303532916,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,33468387053.7269
112,1147.82389357214,1140.07276312532,892.212347230041,627.217410923392,467.967773144715,760.173826012625,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,46759115253.806
113,565.90651443025,978.935174710675,550.856310076207,639.294203481697,540.477651282038,620.440197978244,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,29213138545.1619
114,511.205484069991,1128.36231617553,674.242774368265,311.304687587461,516.439314419977,831.997582826553,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10598899881.2617
115,753.95450089447,567.202363200467,612.628283382158,652.291568278909,405.321206746544,669.845795092966,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,NA,1,0,0,1,0,1,1,1,41006231023.3153
116,848.103841787247,1154.72466433339,652.170462223732,577.927934712483,536.856525579511,782.759383638647,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,30366817359.2228
117,605.057576167545,1090.31826100198,609.101092342836,622.220876224979,510.986251604655,547.904558446369,NA,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,37693720858.6544
118,584.819921725136,1062.4928750603,824.586606150977,245.067430580679,729.281582415202,689.101402804863,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,22050188149.199
119,805.065821675818,910.767383377816,592.848198910686,860.072450894958,541.411428801868,596.318014458786,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,26181372576.5988
120,1046.52056662127,624.375977842452,641.324612721734,352.210317472999,531.515674638744,841.973307409055,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,22433851680.7594
121,691.406799597951,884.417002056714,418.89812046817,344.93448922837,501.144495682576,641.924903816354,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,28012675216.5961
122,513.511709327739,967.332037046739,808.838110182856,436.267520982159,438.603618948899,846.430997694639,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,23908879779.3328
123,677.261851910327,737.123216544987,683.837561675472,569.650865541326,575.336981318003,849.414681799684,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,21947791926.8634
124,794.427491261964,1210.86929641678,857.052677955074,794.459778245894,491.774296310636,708.55133269477,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,40989810399.7537
125,925.46394686656,1032.07707297693,961.011747757333,583.767556921416,514.245542335673,741.849423429847,1,NA,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,36129863630.2444
126,668.725801786035,872.13167027779,484.918901090924,641.001535935647,543.570549650663,537.416164494329,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,33025400647.3371
127,553.61120250008,860.339204581492,740.84076630803,387.487549286143,666.362039312495,565.114649290431,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,NA,1,0,0,1,30555618240.6688
128,729.505168701562,812.905236373793,407.793829771941,558.209696066575,341.942775399514,739.736247683367,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,18652762140.1511
129,890.563678063995,794.355980229776,503.895043814955,677.156862590432,633.124410081469,562.870807196347,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,26831032374.5049
130,527.35710231966,788.203630407131,522.994210449461,740.730036102784,718.920438688083,811.808547363883,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,24863138691.4141
131,755.935241686957,757.901295127344,759.970201588866,466.880923223129,671.872710981972,622.415372045186,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,20250432782.9429
132,869.585150280026,971.311087383439,677.065717413693,555.213827629769,833.891140336465,622.407130748104,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28932376125.756
133,809.067620123468,924.97371317223,657.755537512854,620.28768882824,564.877426954448,950.872425529919,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,35695771915.8745
134,1046.58775630096,1114.76559546865,553.931371101438,546.956202412574,545.049058403902,528.998143743621,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,23004329831.4305
135,910.473027717391,838.655563331124,412.832275590864,758.934894847726,531.680417898953,722.026511138015,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,21996395537.4876
